iter	Logloss
231	0.2045110085
232	0.2042586106
233	0.2037509272
234	0.2034459982
235	0.2029457933
236	0.2026875688
237	0.2026149507
238	0.2023538621
239	0.2021811563
240	0.2019386763
241	0.201534352
242	0.2013261687
243	0.2009772501
244	0.2007147349
245	0.1999869704
246	0.198795229
247	0.198401047
248	0.1972565893
249	0.1970687999
250	0.196935182
251	0.1968100144
252	0.1964396408
253	0.1953704195
254	0.194561785
255	0.1937122883
256	0.1927082806
257	0.1922490807
258	0.1916513535
259	0.1914090655
260	0.1912490344
261	0.1911135209
262	0.1908999728
263	0.1904058282
264	0.1902550324
265	0.1899393019
266	0.1897719097
267	0.1895379166
268	0.1894168833
269	0.1891310368
270	0.1889477799
271	0.1887122767
272	0.1886063443
273	0.1885207761
274	0.1883792393
275	0.187872467
276	0.1876917737
277	0.1875917637
278	0.1875149673
279	0.1873870222
280	0.1872897167
281	0.1867912036
282	0.185836951
283	0.1850712637
284	0.1843370572
285	0.1837743102
286	0.1831182595
287	0.1827758628
288	0.1826673307
289	0.1819405359
290	0.181824334
291	0.1815946761
292	0.1814194488
293	0.1812999092
294	0.1812021757
295	0.1811349282
296	0.1810883291
297	0.1807122713
298	0.1805304179
299	0.1804291228
300	0.1798262825
301	0.1796096851
302	0.1791888859
303	0.1787323301
304	0.178348761
305	0.1782588805
306	0.178180115
307	0.1778615587
308	0.1776594291
309	0.177554736
310	0.1774307058
311	0.1773631614
312	0.1772585765
313	0.1771666181
314	0.1770991601
315	0.1770319968
316	0.1769712695
317	0.1769006832
318	0.1765518187
319	0.1764306365
320	0.176355523
321	0.1761394717
322	0.1760820556
323	0.1758754404
324	0.1757878637
325	0.1756251567
326	0.1755503652
327	0.1753092907
328	0.1748697734
329	0.1745869585
330	0.1745066878
331	0.174347308
332	0.1742890074
333	0.1741560964
334	0.1740952705
335	0.1740291182
336	0.1739691458
337	0.1738215903
338	0.1737556995
339	0.1733832704
340	0.1732498281
341	0.1730363218
342	0.1728675844
343	0.1726563943
344	0.172480175
345	0.1722188686
346	0.1717740155
347	0.1713788458
348	0.171042305
349	0.1704460399
350	0.1698507455
351	0.1695324508
352	0.1694551333
353	0.1693121106
354	0.1692323096
355	0.1691445468
356	0.169091235
357	0.1690351279
358	0.1686806814
359	0.168596018
360	0.1685313735
361	0.1683570442
362	0.1682137095
363	0.1681406787
364	0.1678915207
365	0.1677261876
366	0.1676755362
367	0.1676084205
368	0.1674887318
369	0.1672599868
370	0.167142354
371	0.167069683
372	0.1669188057
373	0.1668560557
374	0.1666270254
375	0.1665579065
376	0.1665186072
377	0.1664677878
378	0.1664341126
379	0.16637114
380	0.1663145527
381	0.1662601042
382	0.166078702
383	0.1659212188
384	0.1654696953
385	0.165247452
386	0.1652106673
387	0.1650271481
388	0.1648989299
389	0.1648385822
390	0.1647674657
391	0.1646596434
392	0.1646240579
393	0.1644896925
394	0.1644378407
395	0.1643695821
396	0.1643054649
397	0.1642587914
398	0.1642023591
399	0.1641696843
400	0.1641177949
401	0.1640483344
402	0.1640177858
403	0.1638671481
404	0.1638106098
405	0.1636772423
406	0.1636123173
407	0.1635157485
408	0.1634042996
409	0.1633704545
410	0.1632684339
411	0.1631052956
412	0.1628882429
413	0.1628090443
414	0.1627483126
415	0.16249919
416	0.1622695784
417	0.1619255579
418	0.1617600241
419	0.1615192331
420	0.161241692
421	0.1611595794
422	0.1609455755
423	0.1606878824
424	0.1605765663
425	0.1603233689
426	0.1601858268
427	0.1600939311
428	0.1599899497
429	0.1599470405
430	0.1598498814
431	0.1597569028
432	0.1597258451
433	0.1596857088
434	0.1596539962
435	0.1595675317
436	0.1594909396
437	0.1594429298
438	0.1594101225
439	0.1593660812
440	0.1593144765
441	0.1592681234
442	0.1592220163
443	0.1591722619
444	0.1591286204
445	0.1590290467
446	0.1589025682
447	0.1588639686
448	0.158825746
449	0.1587699045
450	0.1586001316
451	0.1585524285
452	0.1585059944
453	0.1584331949
454	0.1584001598
455	0.1582242027
456	0.1580392239
457	0.1579389364
458	0.1578171734
459	0.1577416548
460	0.1576809076
461	0.1576073457
462	0.1575737726
463	0.1575406497
464	0.1574173479
465	0.1573872263
466	0.1573245827
467	0.1572599139
468	0.1571678306
469	0.1569889094
470	0.1569132679
471	0.156880637
472	0.1568294048
473	0.156780141
474	0.1567460414
475	0.1567229807
476	0.1566843701
477	0.1565998907
478	0.1565510522
479	0.1564871313
480	0.1564526945
481	0.1564186098
482	0.1562750528
483	0.1562299821
484	0.1561876114
485	0.1561150868
486	0.1560770624
487	0.1560431031
488	0.15601578
489	0.1559822403
490	0.1559593346
491	0.1559196205
492	0.1558636611
493	0.1558101277
494	0.155764103
495	0.1556299912
496	0.1555739097
497	0.1555425749
498	0.1554535249
499	0.1554167115
500	0.1553897782
501	0.15536391
502	0.1552752234
503	0.1552374529
504	0.1551874823
505	0.1551147659
506	0.1549879016
507	0.1548865375
508	0.1547934015
509	0.1546936751
510	0.1546752909
511	0.1546408104
512	0.1544869251
513	0.1542422628
514	0.1541900795
515	0.1541517989
516	0.1541234896
517	0.1540572947
518	0.154015016
519	0.1538850983
520	0.1538010703
521	0.1537452517
522	0.1537035394
523	0.1536112447
524	0.153580536
525	0.1535445299
526	0.1533727114
527	0.1532954923
528	0.1532633759
529	0.1532155818
530	0.1530960388
531	0.1530499594
532	0.1530303785
533	0.1529730955
534	0.1529163754
535	0.1528468376
536	0.1528209608
537	0.1527523522
538	0.1527194056
539	0.1526011483
540	0.1525734275
541	0.152536846
542	0.1524918262
543	0.1523620227
544	0.1522203377
545	0.1521816486
546	0.1521468706
547	0.1521126281
548	0.1520889942
549	0.1520463371
550	0.1518197255
551	0.1517956167
552	0.1517274976
553	0.1516946567
554	0.1516250526
555	0.1515569788
556	0.15150445
557	0.1514657445
558	0.151410985
559	0.1513649843
560	0.1513394001
561	0.1513095415
562	0.151285037
563	0.1512587608
564	0.1512253851
565	0.1511786876
566	0.1511214828
567	0.1510775351
568	0.1510208759
569	0.1509216732
570	0.1508776135
571	0.1508328793
572	0.1507880365
573	0.1507154632
574	0.1506947588
575	0.1506597624
576	0.1506388442
577	0.1505896475
578	0.1505525637
579	0.1505213891
580	0.1504943748
581	0.1504734734
582	0.150441693
583	0.1504080273
584	0.1503836698
585	0.1503392452
586	0.1503072071
587	0.1502737032
588	0.1502259082
589	0.1501554073
590	0.1501195188
591	0.150094006
592	0.1500540987
593	0.1500178661
594	0.1499965104
595	0.1499637774
596	0.1499265687
597	0.1499109835
598	0.1498566982
599	0.1498176727
600	0.1497467569
601	0.1496930724
602	0.1496105832
603	0.149589012
604	0.1495306101
605	0.1494993176
606	0.149475416
607	0.1494357111
608	0.1493850643
609	0.1493369665
610	0.1493048868
611	0.1492911705
612	0.1492421301
613	0.1491499656
614	0.1491317559
615	0.1490987203
616	0.1490412429
617	0.1489344171
618	0.1488939265
619	0.1488636173
620	0.1488245379
621	0.1487683611
622	0.1487036672
623	0.1486773534
624	0.1486330033
625	0.1486013304
626	0.1485761283
627	0.1484938139
628	0.148437514
629	0.1484107092
630	0.1483756432
631	0.1483469611
632	0.1483146671
633	0.1482080917
634	0.1481804488
635	0.1481452254
636	0.1480868453
637	0.14800115
638	0.1479747215
639	0.1479214532
640	0.1478820462
641	0.1478258109
642	0.1477714222
643	0.1477349746
644	0.1476824145
645	0.1476489661
646	0.1476241853
647	0.147574216
648	0.1474741658
649	0.1474337378
650	0.1474087854
651	0.1473840187
652	0.1473474156
653	0.1473190593
654	0.1472876702
655	0.1472656549
656	0.1472411946
657	0.1472111638
658	0.1471944585
659	0.1471410732
660	0.1470939101
661	0.1470733679
662	0.1470414563
663	0.1470179206
664	0.1469872577
665	0.1469603089
666	0.1469171272
667	0.146880895
668	0.1468547677
669	0.1467675725
670	0.1467296538
671	0.1466167852
672	0.1465868534
673	0.1465583116
674	0.1465388604
675	0.1465227595
676	0.1464940242
677	0.1464369697
678	0.1463276262
679	0.1462832363
680	0.1462693473
681	0.1462355743
682	0.1461886485
683	0.1461579246
684	0.1461174818
685	0.1460815064
686	0.1460548633
687	0.146025332
688	0.1459930689
689	0.1459753003
690	0.1459356127
691	0.145883802
692	0.1458593105
693	0.1458312467
694	0.145794354
695	0.1457500464
696	0.1457160854
697	0.1456202011
698	0.1456077764
699	0.1455796196
700	0.1454912567
701	0.1454323285
702	0.1453476254
703	0.1452989827
704	0.1452809739
705	0.1451737004
706	0.1451421217
707	0.14510031
708	0.1450778612
709	0.1450510977
710	0.1450228901
711	0.1449070532
712	0.1448026989
713	0.1447530629
714	0.144685096
715	0.1446248763
716	0.1445441268
717	0.1445046078
718	0.1444725359
719	0.1444034611
720	0.144360919
721	0.1443318722
722	0.1443114653
723	0.1442895224
724	0.144253798
725	0.1442215941
726	0.1442064724
727	0.1441733356
728	0.1441293465
729	0.1441002757
730	0.1440664657
731	0.1440339159
732	0.1439950321
733	0.1439248716
734	0.143867983
735	0.1438394387
736	0.1438106318
737	0.143763383
738	0.1437409799
739	0.143716413
740	0.1436989553
741	0.1436694925
742	0.1435119438
743	0.1434107707
744	0.1433290157
745	0.1432950807
746	0.1432719404
747	0.1432474767
748	0.1431958746
749	0.1431751187
750	0.1430758191
751	0.1430461571
752	0.1430262368
753	0.142989907
754	0.14298007
755	0.1429140542
756	0.1428904878
757	0.1428672736
758	0.1428283595
759	0.1427800144
760	0.1427381048
761	0.1427085898
762	0.1426821423
763	0.1426698535
764	0.1426227262
765	0.1426022688
766	0.1425622822
767	0.1425392201
768	0.1425253216
769	0.1424544874
770	0.1424230865
771	0.1423946941
772	0.1423791302
773	0.1423603692
774	0.1423065036
775	0.1422805235
776	0.1422128014
777	0.1421913921
778	0.1421581835
779	0.1421409452
780	0.1421182894
781	0.1420509684
782	0.1420116653
783	0.1419645592
784	0.1419321179
785	0.1419143586
786	0.1418945155
787	0.1418751233
788	0.1418431674
789	0.1417930396
790	0.141749035
791	0.1417168208
792	0.1416558882
793	0.1416345571
794	0.1415854417
795	0.1415239003
796	0.1414885443
797	0.1414245387
798	0.1414013508
799	0.1413858866
800	0.1413510817
801	0.1412997716
802	0.1412478793
803	0.1411938936
804	0.1411658181
805	0.1411320735
806	0.1411026563
807	0.1410765302
808	0.1410508017
809	0.1409662497
810	0.1409504778
811	0.1409162346
812	0.1408814748
813	0.1408563875
814	0.1408448082
815	0.1407855848
816	0.1407085822
817	0.140681429
818	0.1406353606
819	0.1406015846
820	0.1405816557
821	0.1405680072
822	0.1405509272
823	0.140536208
824	0.1405164354
825	0.1404886984
826	0.1404093201
827	0.1403185514
828	0.1402901579
829	0.1402389264
830	0.1401639483
831	0.1401427161
832	0.1401110918
833	0.140079065
834	0.1400476157
835	0.1400287717
836	0.1400031894
837	0.1399596591
838	0.1399480816
839	0.1398708284
840	0.1398426243
841	0.1398237252
842	0.1398085083
843	0.1397456081
844	0.1396346045
845	0.1395788603
846	0.1395215335
847	0.139495693
848	0.1394868113
849	0.1394636385
850	0.1394378116
851	0.1394170801
852	0.1393851063
853	0.1393034509
854	0.1392765188
855	0.1392566341
856	0.1392222715
857	0.1391960973
858	0.1391755097
859	0.139144112
860	0.1391190809
861	0.1391074776
862	0.1390650917
863	0.1390342472
864	0.1390068553
865	0.1389204473
866	0.1388960845
867	0.1388700851
868	0.1388591466
869	0.1388307826
870	0.1387963712
871	0.1387688463
872	0.1387254883
873	0.1386939665
874	0.1386798696
875	0.1386675322
876	0.1385700437
877	0.1385510889
878	0.138522285
879	0.1384788855
880	0.1384583978
881	0.1384286599
882	0.1383631544
883	0.1383323378
884	0.1383145672
885	0.1382867091
886	0.1382637763
887	0.1382272927
888	0.1381950693
889	0.1381652791
890	0.1381116882
891	0.1380941924
892	0.1380762015
893	0.1380425247
894	0.1380323514
895	0.1380132161
896	0.1379866185
897	0.1379599737
898	0.1379103556
899	0.1378698961
900	0.1378575376
901	0.137821088
902	0.137792511
903	0.1377487019
904	0.1377283687
905	0.1376555218
906	0.1376103077
907	0.1375930084
908	0.1375768175
909	0.13755002
910	0.137525354
911	0.1375145191
912	0.1374890379
913	0.1374727036
914	0.1374605536
915	0.1374488407
916	0.1374282197
917	0.1374117371
918	0.13739444
919	0.137377738
920	0.1373461494
921	0.1373184887
922	0.1372882057
923	0.1372752417
924	0.1372441586
925	0.1371812114
926	0.137159485
927	0.1371346928
928	0.1370922923
929	0.1370426762
930	0.1370146512
931	0.1369848629
932	0.1369355376
933	0.1369138706
934	0.1368785887
935	0.136859143
936	0.1367883322
937	0.1367657598
938	0.1367508932
939	0.1366901039
940	0.1366507543
941	0.1366345336
942	0.1365823228
943	0.1365499635
944	0.13650997
945	0.1364955737
946	0.1364640844
947	0.1363960141
948	0.1363810474
949	0.1363431403
950	0.1363080765
951	0.1362817208
952	0.1362554665
953	0.1362160047
954	0.136190395
955	0.1361710515
956	0.1361690739
957	0.1361308984
958	0.1361018133
959	0.1360781632
960	0.1360606474
961	0.1360472688
962	0.136031455
963	0.1360127576
964	0.1359780301
965	0.1358902809
966	0.1358633785
967	0.1358382118
968	0.1357318519
969	0.1357178139
970	0.1356820862
971	0.1356640756
972	0.1356419375
973	0.1355774234
974	0.1355178751
975	0.1354908324
976	0.135439287
977	0.1354074645
978	0.1353677483
979	0.1353313788
980	0.1352847749
981	0.1352527307
982	0.135243125
983	0.1352276784
984	0.1352139873
985	0.1351578703
986	0.1351409205
987	0.1351181103
988	0.1350560405
989	0.1350434363
990	0.1350038363
991	0.1349645165
992	0.1349204198
993	0.1348395187
994	0.1347614741
995	0.1347419191
996	0.134717435
997	0.1346904923
998	0.1346835381
999	0.1346139394
